Id,Label,indirizzo,provincia,latitudine,longitudine,grado,note
1056,Fonorama ,"Via Barletta, 11, 20141 Milano MI",Milano,45.43837540374927,9.202199538828829,1,
1112,Play Co ,"Via Stromboli, 18, 20144 Milano MI",Milano,45.45878470560649,9.157217981158865,1,
1144,CGD,"Via Marco Fabio Quintiliano, 40, 20138 Milano MI",Milano,45.448792160408814,9.24783492533596,2,
1146,Studi Fonit Cetra,"Via Giuseppe Meda, 45, 20141 Milano MI",Milano,45.43988753057623,9.178796096499925,1,
1150,RCA,"Via di Sant'Alessandro, 7, 00131 Roma RM",Roma,41.93690085684094,12.600573682317624,20,
1151,Ricordi ,"Via dei Cinquecento, 1, 20139 Milano MI",Milano,45.43658118254841,9.222876681157652,2,
1153,Vedette ,"Cologno Monzese, MI",Milano,45.53040503051838,9.279333273411524,1,
1159,Angelicum,"Piazza Sant’Angelo, 2, 20121 Milano MI",Milano,45.47579491153906,9.191932981159757,1,
