Anno,Relazione 1,Source,Relazione 2,Target
1970,Mario Totaro,2846,Emozioni,416
1970,Adriano Celentano,5,Il forestiero,489
1970,Clan Celentano,932,Il forestiero,489
1970,Stelvio Cipriani,184,Anonimo Veneziano (colonna sonora),250
1970,CAM,921,Anonimo Veneziano (colonna sonora),250
1970,Studi RCA Roma,1150,Anonimo Veneziano (colonna sonora),250
1970,Giuseppe Giacchi,1305,Anonimo Veneziano (colonna sonora),250
1970,Aurelio Rossitto,1646,Anonimo Veneziano (colonna sonora),250
1970,Giovanni Fornari,1771,Anonimo Veneziano (colonna sonora),250
1971,Lucio Battisti,114,Amore e non amore,242
1971,Ricordi,976,Amore e non amore,242
1971,Walter Patergnani,2021,Amore e non amore,242
1971,Franz Di Cioccio,2137,Amore e non amore,242
1971,Giorgio Piazza,2345,Amore e non amore,242
1971,Alberto Radius,2444,Amore e non amore,242
1971,Franco Mussida,2525,Amore e non amore,242
1971,Dario Baldan Bembo,2749,Amore e non amore,242
1971,New Trolls,136,Concerto Grosso per i New Trolls,351
1971,Cetra,925,Concerto Grosso per i New Trolls,351
1971,Ortophonic Roma,1104,Concerto Grosso per i New Trolls,351
1971,Studi Fonit Cetra,1146,Concerto Grosso per i New Trolls,351
1971,Sergio Bardotti,1400,Concerto Grosso per i New Trolls,351
1971,Luis Bacalov,1526,Concerto Grosso per i New Trolls,351
1971,Plinio Chiesa,1944,Concerto Grosso per i New Trolls,351
1971,Pino Mastroianni,1940,Concerto Grosso per i New Trolls,351
1971,Patty Pravo,150,Di vero in fondo,381
1971,RCA,974,Di vero in fondo,381
1971,Studi RCA Roma,1150,Di vero in fondo,381
1971,Ennio Morricone,1466,Sacco e Vanzetti (colonna sonora),765
1971,RCA,974,Sacco e Vanzetti (colonna sonora),765
1971,Ortophonic Roma,1104,Sacco e Vanzetti (colonna sonora),765
1971,Le Orme,144,Collage (LP),342
1971,Philips,970,Collage (LP),342
1971,Sax Record Milano,1130,Collage (LP),342
1971,Gian Piero Reverberi,1288,Collage (LP),342
1971,Ezio De Rosa,1715,Collage (LP),342
1971,Charles Aznavour,33,...E fu subito Aznavour,658
1971,Barclay,912,...E fu subito Aznavour,658
1971,Formula 3,62,Formula 3 (LP),439
1971,Numero Uno,966,Formula 3 (LP),439
1971,Lucio Battisti,1318,Formula 3 (LP),439
1971,Plinio Chiesa,1944,Formula 3 (LP),439
1971,Osanna,146,L'uomo,555
1971,Fonit,946,L'uomo,555
1971,Studi Fonit Cetra,1146,L'uomo,555
1971,Massimo Bernardi,1330,L'uomo,555
1971,Plinio Chiesa,1944,L'uomo,555
1971,Giancarlo Jametti,1749,L'uomo,555
1971,Gigliola Cinquetti,78,Cantando con gli amici,302
1971,CGD,926,Cantando con gli amici,302
1971,Studi CGD Milano,1144,Cantando con gli amici,302
1971,Iva Zanicchi,95,Caro Aznavour,318
1971,Ri-Fi,975,Caro Aznavour,318
1971,Play Co Milano,1112,Caro Aznavour,318
1971,Ezio Leoni,1266,Caro Aznavour,318
1971,Enrico Intra,1467,Caro Aznavour,318
1971,Santo & Johnny,177,Memories,637
1971,Produttori Associati,973,Memories,637
1971,Gino Paoli,79,Le due facce dell'amore,592
1971,Durium,940,Le due facce dell'amore,592
1971,Giampiero Boneschi,1490,Le due facce dell'amore,592
1971,Pooh,155,Opera Prima,699
1971,CBS,923,Opera Prima,699
1971,Studi CGD Milano,1144,Opera Prima,699
1971,Giancarlo Lucariello,1291,Opera Prima,699
1971,Franco Monaldi,1484,Opera Prima,699
1971,Patty Pravo,150,Bravo Pravo,284
1971,RCA,974,Bravo Pravo,284
1971,Studi RCA Roma,1150,Bravo Pravo,284
1971,Paolo Ormi,1562,Bravo Pravo,284
1971,Ruggero Cini,1585,Bravo Pravo,284
1971,Fabrizio De André,58,Non al denaro non all'amore né al cielo,678
1971,Produttori Associati,973,Non al denaro non all'amore né al cielo,678
1971,Ortophonic Roma,1104,Non al denaro non all'amore né al cielo,678
1971,Roberto Dané,1388,Non al denaro non all'amore né al cielo,678
1971,Sergio Bardotti,1400,Non al denaro non all'amore né al cielo,678
1971,Nicola Piovani,1557,Non al denaro non all'amore né al cielo,678
1971,Sergio Marcotulli,1981,Non al denaro non all'amore né al cielo,678
1971,Vincenzo Restuccia,2275,Non al denaro non all'amore né al cielo,678
1971,Antonio Ferrelli,2297,Non al denaro non all'amore né al cielo,678
1971,Maurizio Maiorana,2388,Non al denaro non all'amore né al cielo,678
1971,Silvano Chimenti,2682,Non al denaro non all'amore né al cielo,678
1971,Vittorio De Scalzi,2700,Non al denaro non all'amore né al cielo,678
1971,Bruno Battisti D'Amario,2464,Non al denaro non all'amore né al cielo,678
1971,Nicola Piovani,2880,Non al denaro non all'amore né al cielo,678
1971,George Zanagoria,2785,Non al denaro non all'amore né al cielo,678
1971,Edda Dell'Orso,3252,Non al denaro non all'amore né al cielo,678
1971,Mina,130,Mina (LP),643
1971,PDU,967,Mina (LP),643
1971,La Basilica Milano,1070,Mina (LP),643
1971,Vittorio Buffoli,1418,Mina (LP),643
1971,Augusto Martelli,1437,Mina (LP),643
1971,Gian Piero Reverberi,1492,Mina (LP),643
1971,Pino Presti,1573,Mina (LP),643
1971,Mario Robbiani,1534,Mina (LP),643
1971,Abramo Pesatori,1605,Mina (LP),643
1971,Nuccio Rinaldis,1909,Mina (LP),643
1971,Il Rovescio della Medaglia,92,La Bibbia,557
1971,RCA,974,La Bibbia,557
1971,Spartero Di Mattei,1402,La Bibbia,557
1971,Enzo Martella,1708,La Bibbia,557
1971,Ubaldo Consoli,2010,La Bibbia,557
1971,Delirium,40,Dolce acqua,389
1971,Fonit,946,Dolce acqua,389
1971,Giancarlo Chiaramello,1290,Dolce acqua,389
1971,Franco Brambilla,1482,Dolce acqua,389
1971,Fausto Papetti,59,12ma raccolta,207
1971,Durium,940,12ma raccolta,207
1971,Ennio Morricone,49,Giù la testa (colonna sonora),458
1971,Cinevox,931,Giù la testa (colonna sonora),458
1972,Lucio Battisti,114,Umanamente uomo: il sogno,858
1972,Numero Uno,966,Umanamente uomo: il sogno,858
1972,Fonorama Milano,1056,Umanamente uomo: il sogno,858
1972,Gian Piero Reverberi,1492,Umanamente uomo: il sogno,858
1972,Tony Cicco,2270,Umanamente uomo: il sogno,858
1972,Angel Salvador,2295,Umanamente uomo: il sogno,858
1972,Massimo Luca,2583,Umanamente uomo: il sogno,858
1972,Ernesto Guarraia,2501,Umanamente uomo: il sogno,858
1972,Dario Baldan Bembo,2749,Umanamente uomo: il sogno,858
1972,Mario Lavezzi,3365,Umanamente uomo: il sogno,858
1972,Oscar Prudente,3390,Umanamente uomo: il sogno,858
1972,Mina,130,Cinquemilaquarantatre,338
1972,PDU,967,Cinquemilaquarantatre,338
1972,La Basilica Milano,1070,Cinquemilaquarantatre,338
1972,Vittorio Buffoli,1418,Cinquemilaquarantatre,338
1972,Pino Presti,1573,Cinquemilaquarantatre,338
1972,Nuccio Rinaldis,1909,Cinquemilaquarantatre,338
1972,Antonio Manzi,1639,Cinquemilaquarantatre,338
1972,Le Orme,144,Uomo di pezza,878
1972,Philips,970,Uomo di pezza,878
1972,Phonogram Milano,1108,Uomo di pezza,878
1972,Gian Piero Reverberi,1288,Uomo di pezza,878
1972,Davide Marinone,1695,Uomo di pezza,878
1972,Ornella Vanoni,145,Un gioco senza età,861
1972,Ariston,908,Un gioco senza età,861
1972,Gianfranco Lombardi,1495,Un gioco senza età,861
1972,Simon Luca (Alberto Favata),1589,Un gioco senza età,861
1972,Franco Orlandini,1485,Un gioco senza età,861
1972,PFM,151,Storia di un minuto,812
1972,Numero Uno,966,Storia di un minuto,812
1972,Fonorama Milano,1056,Storia di un minuto,812
1972,Claudio Fabi,1237,Storia di un minuto,812
1972,Gaetano Ria,1742,Storia di un minuto,812
1972,Gabriella Ferri,70,L'amore è facile non è difficile,547
1972,RCA,974,L'amore è facile non è difficile,547
1972,Studi RCA Roma,1150,L'amore è facile non è difficile,547
1972,Roberto Formentini,1389,L'amore è facile non è difficile,547
1972,Guido De Angelis,1514,L'amore è facile non è difficile,547
1972,Maurizio De Angelis,1543,L'amore è facile non è difficile,547
1972,Sergio Patucchi,1982,L'amore è facile non è difficile,547
1972,Gianni Oddi,1759,L'amore è facile non è difficile,547
1972,Maurizio De Angelis,2591,L'amore è facile non è difficile,547
1972,Adriano Celentano,5,I mali del secolo,473
1972,Clan Celentano,932,I mali del secolo,473
1972,Detto Mariano,1463,I mali del secolo,473
1972,Nando De Luca,1555,I mali del secolo,473
1972,Natale Massara,1556,I mali del secolo,473
1972,Fausto Papetti,59,14ma raccolta,208
1972,Durium,940,14ma raccolta,208
1972,Mia Martini,126,Nel mondo una cosa,669
1972,Ricordi,976,Nel mondo una cosa,669
1972,Natale Massara,1556,Nel mondo una cosa,669
1972,Dario Baldan Bembo,1457,Nel mondo una cosa,669
1972,Carlo Martenet,1662,Nel mondo una cosa,669
1972,Dino Gelsomino,1698,Nel mondo una cosa,669
1972,Walter Patergnani,2021,Nel mondo una cosa,669
1972,Carmelo La Bionda,2472,Nel mondo una cosa,669
1972,Michelangelo La Bionda,2611,Nel mondo una cosa,669
1972,Salvatore Fabrizio,2677,Nel mondo una cosa,669
1972,Maurizio Fabrizio,2592,Nel mondo una cosa,669
1972,Dario Baldan Bembo,2749,Nel mondo una cosa,669
1972,Banco del Mutuo Soccorso,25,Banco del Mutuo Soccorso (LP),265
1972,Ricordi,976,Banco del Mutuo Soccorso (LP),265
1972,Alessandro Colombini,1213,Banco del Mutuo Soccorso (LP),265
1972,Vianella,200,Semo gente de borgata,774
1972,Apollo,905,Semo gente de borgata,774
1972,Studio 38 Roma,1155,Semo gente de borgata,774
1972,Edoardo Vianello,1257,Semo gente de borgata,774
1972,Roberto Corrado,1386,Semo gente de borgata,774
1972,Claudio Russo,1681,Semo gente de borgata,774
1972,Alan Sorrenti,7,Aria (1972),251
1972,Harvest,951,Aria (1972),251
1972,Studi RCA Roma,1150,Aria (1972),251
1972,Sonic Studio Roma,1133,Aria (1972),251
1972,Studio Europa Sonor (FRA),1163,Aria (1972),251
1972,SEED Studios (UK),1132,Aria (1972),251
1972,Corrado Bacchelli,1241,Aria (1972),251
1972,Giulio Spelta,1773,Aria (1972),251
1972,Franco Patrignani,1732,Aria (1972),251
1972,Tony Esposito,2271,Aria (1972),251
1972,Vittorio Nazzaro,2440,Aria (1972),251
1972,Albert Prince,2706,Aria (1972),251
1972,Patty Pravo,150,"Sì, incoerenza",782
1972,Philips,970,"Sì, incoerenza",782
1972,Fonorama Milano,1056,"Sì, incoerenza",782
1972,Bill Conti,1440,"Sì, incoerenza",782
1972,Gaetano Ria,1742,"Sì, incoerenza",782
1972,Francesco Guccini,65,Radici,742
1972,EMI,942,Radici,742
1972,Pier Farri,1361,Radici,742
1972,Pier Farri,1567,Radici,742
1972,Vince Tempera,1601,Radici,742
1972,Ezio De Rosa,1715,Radici,742
1972,Ellade Bandini,2122,Radici,742
1972,Ares Tavolazzi,2299,Radici,742
1972,Gigi Rizzi,2535,Radici,742
1972,Deborah Kooperman,2494,Radici,742
1972,Vince Tempera,2958,Radici,742
1972,Maurizio Vandelli,2862,Radici,742
1972,Columbia,933,Radici,742
1972,Lucio Battisti,114,Il mio canto libero,497
1972,Numero Uno,966,Il mio canto libero,497
1972,Fonorama Milano,1056,Il mio canto libero,497
1972,Gian Franco Reverberi,1491,Il mio canto libero,497
1972,Bruno Malasoma,1658,Il mio canto libero,497
1972,Gianni Dall'Aglio,2149,Il mio canto libero,497
1972,Tony Cicco,2270,Il mio canto libero,497
1972,Guido Guglielminetti,2350,Il mio canto libero,497
1972,Mario Lavezzi,2575,Il mio canto libero,497
1972,Massimo Luca,2583,Il mio canto libero,497
1972,Alberto Radius,2444,Il mio canto libero,497
1972,Bruno Longhi,2466,Il mio canto libero,497
1972,Gabriele Lorenzi,2780,Il mio canto libero,497
1972,Vince Tempera,2958,Il mio canto libero,497
1972,Claudio Baglioni,35,Questo piccolo grande amore,741
1972,RCA,974,Questo piccolo grande amore,741
1972,Studi RCA Roma,1150,Questo piccolo grande amore,741
1972,Antonio Coggio,1220,Questo piccolo grande amore,741
1972,Tony Mimms,1597,Questo piccolo grande amore,741
1972,Franco Finetti,1731,Questo piccolo grande amore,741
1972,Ciro Cicco,2105,Questo piccolo grande amore,741
1972,Massimo Buzzi,2193,Questo piccolo grande amore,741
1972,Alvaro Capanni,2290,Questo piccolo grande amore,741
1972,Luciano Brigidi,2370,Questo piccolo grande amore,741
1972,Pietro Capodieci,2407,Questo piccolo grande amore,741
1972,Franco Carli,2523,Questo piccolo grande amore,741
1972,Silvano Chimenti,2682,Questo piccolo grande amore,741
1972,Toto Torquati,2954,Questo piccolo grande amore,741
1972,Antonio Coggio,2723,Questo piccolo grande amore,741
1972,I Cantori Moderni di Alessandroni,3306,Questo piccolo grande amore,741
1972,Pooh,155,Alessandra,232
1972,CBS,923,Alessandra,232
1972,Giancarlo Lucariello,1291,Alessandra,232
1972,Franco Monaldi,1484,Alessandra,232
1972,Gualtiero Berlinghini,1783,Alessandra,232
1972,Carlo Santamaria,1664,Alessandra,232
1972,Roberto Monaldi,1960,Alessandra,232
1972,Romano Cutolo,1969,Alessandra,232
1972,PFM,151,Per un amico,717
1972,Numero Uno,966,Per un amico,717
1972,Fonorama Milano,1056,Per un amico,717
1972,Claudio Fabi,1237,Per un amico,717
1972,Claudio Fabi,1450,Per un amico,717
1972,Gaetano Ria,1742,Per un amico,717
1972,Banco del Mutuo Soccorso,25,Darwin!,373
1972,Ricordi,976,Darwin!,373
1972,Studi Ricordi,1151,Darwin!,373
1972,Alessandro Colombini,1213,Darwin!,373
1972,Walter Patergnani,2021,Darwin!,373
1972,Massimo Ranieri,124,Erba di casa mia,421
1972,CGD,926,Erba di casa mia,421
1972,Enrico Polito,1469,Erba di casa mia,421
1973,Lucio Battisti,114,Il nostro caro angelo,499
1973,Numero Uno,966,Il nostro caro angelo,499
1973,Fonorama Milano,1056,Il nostro caro angelo,499
1973,Bruno Malasoma,1658,Il nostro caro angelo,499
1973,Gianni Dall'Aglio,2149,Il nostro caro angelo,499
1973,Bob Callero,2305,Il nostro caro angelo,499
1973,Massimo Luca,2583,Il nostro caro angelo,499
1973,Gian Piero Reverberi,2786,Il nostro caro angelo,499
1973,Mara Cubeddu,3352,Il nostro caro angelo,499
1973,Vanda Radicchi,3457,Il nostro caro angelo,499
1973,Ornella Vanoni,145,Dettagli,378
1973,Ariston,908,Dettagli,378
1973,Gianfranco Lombardi,1495,Dettagli,378
1973,Bill Conti,1440,Dettagli,378
1973,Bruno Canfora,1442,Dettagli,378
1973,Franco Pisano,1486,Dettagli,378
1973,Gian Piero Reverberi,1492,Dettagli,378
1973,Ninni Carucci,3464,Dettagli,378
1973,Patty Pravo,150,Pazza idea,711
1973,RCA,974,Pazza idea,711
1973,Studi RCA Roma,1150,Pazza idea,711
1973,Sonic Studio Roma,1133,Pazza idea,711
1973,Paolo Dossena,1352,Pazza idea,711
1973,Massimo Buzzi,2193,Pazza idea,711
1973,Gordon Fagheter,3465,Pazza idea,711
1973,Roger Smith,2427,Pazza idea,711
1973,Luciano Ciccaglioni,2563,Pazza idea,711
1973,Olimpio Petrossi,2624,Pazza idea,711
1973,Toto Torquati,2954,Pazza idea,711
1973,Italo Greco,3466,Pazza idea,711
1973,Alberto Visentin,2711,Pazza idea,711
1973,Riccardo Cocciante,3467,Pazza idea,711
1973,Annie Roberts,3214,Pazza idea,711
1973,Pooh,155,Parsifal,708
1973,CBS,923,Parsifal,708
1973,Milano Recording,1089,Parsifal,708
1973,Giancarlo Lucariello,1291,Parsifal,708
1973,Franco Monaldi,1484,Parsifal,708
1973,Gabriella Ferri,70,Sempre,775
1973,RCA,974,Sempre,775
1973,Studi RCA Roma,1150,Sempre,775
1973,Roberto Formentini,1389,Sempre,775
1973,Flavio Bocci,1480,Sempre,775
1973,Franco Pisano,1486,Sempre,775
1973,Gianni Oddi,1500,Sempre,775
1973,Guido De Angelis,1514,Sempre,775
1973,Maurizio De Angelis,1543,Sempre,775
1973,Sergio Patucchi,1982,Sempre,775
1973,Fausto Papetti,59,16ma raccolta,209
1973,Durium,940,16ma raccolta,209
1973,Claudio Baglioni,35,Gira che ti rigira amore bello,456
1973,RCA,974,Gira che ti rigira amore bello,456
1973,Studi RCA Roma,1150,Gira che ti rigira amore bello,456
1973,Antonio Coggio,1220,Gira che ti rigira amore bello,456
1973,Tony Mimms,1409,Gira che ti rigira amore bello,456
1973,Franco Finetti,1731,Gira che ti rigira amore bello,456
1973,Massimo Buzzi,2193,Gira che ti rigira amore bello,456
1973,Giuliano Guerrini,2347,Gira che ti rigira amore bello,456
1973,Luciano Ciccaglioni,2563,Gira che ti rigira amore bello,456
1973,Maurizio De Angelis,2591,Gira che ti rigira amore bello,456
1973,Toto Torquati,2954,Gira che ti rigira amore bello,456
1973,Fabrizio De André,58,Storia di un impiegato,811
1973,Produttori Associati,973,Storia di un impiegato,811
1973,Ortophonic Roma,1104,Storia di un impiegato,811
1973,Roberto Dané,1388,Storia di un impiegato,811
1973,Nicola Piovani,1557,Storia di un impiegato,811
1973,Giancarlo Iannucci,1748,Storia di un impiegato,811
1973,Sergio Marcotulli,1981,Storia di un impiegato,811
1973,Vincenzo Restuccia,2275,Storia di un impiegato,811
1973,Antonio Ferrelli,2297,Storia di un impiegato,811
1973,Silvano Chimenti,2682,Storia di un impiegato,811
1973,Giorgio Carnini,2799,Storia di un impiegato,811
1973,Le Orme,144,Felona e Sorona,429
1973,Charisma,928,Felona e Sorona,429
1973,Gian Piero Reverberi,1288,Felona e Sorona,429
1973,Mia Martini,126,Il giorno dopo,491
1973,Ricordi,976,Il giorno dopo,491
1973,Gianfranco Lombardi,1495,Il giorno dopo,491
1973,Natale Massara,1556,Il giorno dopo,491
1973,Carlo Martenet,1662,Il giorno dopo,491
1973,Dino Gelsomino,1698,Il giorno dopo,491
1973,Walter Patergnani,2021,Il giorno dopo,491
1973,Andy Surdi,2089,Il giorno dopo,491
1973,Cosimo Fabiano,2313,Il giorno dopo,491
1973,Carmelo La Bionda,2472,Il giorno dopo,491
1973,Michelangelo La Bionda,2611,Il giorno dopo,491
1973,Maurizio Fabrizio,2592,Il giorno dopo,491
1973,Salvatore Fabrizio,2677,Il giorno dopo,491
1973,Leonardo Ricchi,3468,Il giorno dopo,491
1973,Dario Baldan Bembo,2749,Il giorno dopo,491
1973,Marcella Bella,119,Mi... ti... amo,640
1973,CGD,926,Mi... ti... amo,640
1973,Ivo Callegari,1311,Mi... ti... amo,640
1973,Gianni Daldello,1298,Mi... ti... amo,640
1973,Franco Monaldi,1484,Mi... ti... amo,640
1973,Franco Santamaria,1733,Mi... ti... amo,640
1973,Gualtiero Berlinghini,1783,Mi... ti... amo,640
1973,Guido e Maurizio De Angelis,84,Più forte ragazzi (colonna sonora),723
1973,RCA,974,Più forte ragazzi (colonna sonora),723
1973,Gianfranco Plenizio,1496,Più forte ragazzi (colonna sonora),723
1973,Franco Finetti,1731,Più forte ragazzi (colonna sonora),723
1973,Ubaldo Consoli,2010,Più forte ragazzi (colonna sonora),723
1973,Alan Sorrenti,7,Come un vecchio incensiere all'alba di un villaggio deserto,350
1973,Harvest,951,Come un vecchio incensiere all'alba di un villaggio deserto,350
1973,Sound Techniques Londra (UK),1136,Come un vecchio incensiere all'alba di un villaggio deserto,350
1973,Franco Battiato,67,Pollution,725
1973,Bla Bla,915,Pollution,725
1973,Regson Milano,1120,Pollution,725
1973,Pino Massara,1373,Pollution,725
1973,Gianluigi Pezzera,1756,Pollution,725
1973,Gianfranco D'Adda,2147,Pollution,725
1973,Gianni Mochetti,2340,Pollution,725
1973,Ruby Cacciapaglia,2924,Pollution,725
1973,Mina,130,Frutta e verdura,444
1973,PDU,967,Frutta e verdura,444
1973,La Basilica Milano,1070,Frutta e verdura,444
1973,Fonorama Milano,1056,Frutta e verdura,444
1973,Vittorio Buffoli,1418,Frutta e verdura,444
1973,Mario Carulli,1843,Frutta e verdura,444
1973,Nuccio Rinaldis,1909,Frutta e verdura,444
1973,Ornella Vanoni,145,E altre storie,402
1973,Ariston,908,E altre storie,402
1973,Studi Ariston Milano,1142,E altre storie,402
1973,Gianni Prudente,1760,E altre storie,402
1973,Roberto Villichich,1964,E altre storie,402
1973,Dario Baldan Bembo,1457,E altre storie,402
1973,Gianfranco Lombardi,1495,E altre storie,402
1973,Shel Shapiro,1588,E altre storie,402
1973,Franco Orlandini,1485,E altre storie,402
1973,Gigliola Cinquetti,78,Stasera ballo liscio,808
1973,CGD,926,Stasera ballo liscio,808
1973,Gianni Daldello,1298,Stasera ballo liscio,808
1973,Gualtiero Berlinghini,1783,Stasera ballo liscio,808
1973,Antonio Nocera,1640,Stasera ballo liscio,808
1973,Leonello Bionda,2178,Stasera ballo liscio,808
1973,Giorgio Azzolini,2343,Stasera ballo liscio,808
1973,Ettore Cenci,2504,Stasera ballo liscio,808
1973,Felice Davià,2771,Stasera ballo liscio,808
1973,Paola Orlandi,3396,Stasera ballo liscio,808
1973,Cochi e Renato,36,Il poeta e il contadino,502
1973,Derby,937,Il poeta e il contadino,502
1973,Achille Manzotti,1205,Il poeta e il contadino,502
1973,Enzo Jannacci,1474,Il poeta e il contadino,502
1973,Adriano Celentano,5,Nostalrock,685
1973,Clan Celentano,932,Nostalrock,685
1973,Banco del Mutuo Soccorso,25,Io sono nato libero,529
1973,Ricordi,976,Io sono nato libero,529
1973,Fonorama Milano,1056,Io sono nato libero,529
1973,Alessandro Colombini,1213,Io sono nato libero,529
1973,Gaetano Ria,1742,Io sono nato libero,529
1974,Patty Pravo,150,Mai una signora,621
1974,RCA,974,Mai una signora,621
1974,Studi RCA Roma,1150,Mai una signora,621
1974,Franco Di Stefano,2133,Mai una signora,621
1974,Flaviano Cuffari,2131,Mai una signora,621
1974,Roger Smith,2427,Mai una signora,621
1974,Luciano Ciccaglioni,2563,Mai una signora,621
1974,Olimpio Petrossi,2624,Mai una signora,621
1974,George Sims,2528,Mai una signora,621
1974,Alberto Camerini,3469,Mai una signora,621
1974,Alberto Visentin,2711,Mai una signora,621
1974,Alberto Mompellio,2708,Mai una signora,621
1974,Roberto Colombo,3470,Mai una signora,621
