Id,Label,nome,ruolo
635,Megasalvi,Megasalvi,album
636,Memorie,Memorie,album
637,Memories,Memories,album
638,Metropolis,Metropolis,album
639,Mi fai stare bene,Mi fai stare bene,album
640,Mi... ti... amo,Mi... ti... amo,album
641,Milady,Milady,album
642,Milano Madrid,Milano Madrid,album
643,Mina (LP),Mina (LP),album
644,Mina 25,Mina 25,album
645,Mina canta i Beatles,Mina canta i Beatles,album
646,Mina Celentano (LP),Mina Celentano (LP),album
647,Mina con bigné,Mina con bigné,album
648,Mina For You,Mina For You,album
649,Mina n. 2,Mina n. 2,album
650,Miramare 19.4.89,Miramare 19.4.89,album
651,Miserere,Miserere,album
652,Miss Italia,Miss Italia,album
653,Miss Mondo,Miss Mondo,album
654,Momenti,Momenti,album
655,Mondi lontanissimi,Mondi lontanissimi,album
656,Mondi sommersi,Mondi sommersi,album
657,Mondo,Mondo,album
658,...E fu subito Aznavour,...E fu subito Aznavour,album
659,Murales,Murales,album
660,Musica è,Musica è,album
661,Musica per innamorati,Musica per innamorati,album
662,Musicante,Musicante,album
663,N°0,N°0,album
664,Nada (LP),Nada (LP),album
665,Napoli,Napoli,album
666,Napoli due Punti. E a capo,Napoli due Punti. E a capo,album
667,Napoli punto e a capo,Napoli punto e a capo,album
668,Napoli punto esclamativo! Internescional uèi,Napoli punto esclamativo! Internescional uèi,album
669,Nel mondo una cosa,Nel mondo una cosa,album
670,Nené,Nené,album
671,Nero a metà,Nero a metà,album
672,Nessun pericolo... per te,Nessun pericolo... per te,album
673,Nessuno,Nessuno,album
674,Niccolò Fabi (LP),Niccolò Fabi (LP),album
675,No smoking,No smoking,album
676,No Way Out,No Way Out,album
677,Nomi e cognomi,Nomi e cognomi,album
678,Non al denaro non all'amore né al cielo,Non al denaro non all'amore né al cielo,album
679,Non calpestare i fiori nel deserto,Non calpestare i fiori nel deserto,album
680,Non è un film,Non è un film,album
681,Non mi dir,Non mi dir,album
682,Non mi tradire,Non mi tradire,album
683,Non tutti gli uomini,Non tutti gli uomini,album
684,Nord Sud Ovest Est,Nord Sud Ovest Est,album
685,Nostalrock,Nostalrock,album
686,Notte rosa,Notte rosa,album
687,"Notti, guai e libertà","Notti, guai e libertà",album
688,Nove,Nove,album
689,Nozze d'argento con la canzone,Nozze d'argento con la canzone,album
690,Nuovi eroi,Nuovi eroi,album
691,O,O,album
692,Oasi,Oasi,album
693,Odissea,Odissea,album
694,Odissea veneziana,Odissea veneziana,album
695,Ok Italia,Ok Italia,album
696,Olio,Olio,album
697,Oltre,Oltre,album
698,Oltre le nuvole,Oltre le nuvole,album
699,Opera Prima,Opera Prima,album
700,Ore d'amore,Ore d'amore,album
701,Orizzonti perduti,Orizzonti perduti,album
702,Ornella e...,Ornella e...,album
703,Ornella Vanoni (LP),Ornella Vanoni (LP),album
704,Oro incenso & birra,Oro incenso & birra,album
705,Paolo Vallesi (LP),Paolo Vallesi (LP),album
706,Parnassius Guccinii,Parnassius Guccinii,album
707,Parole d'amore scritte a macchina,Parole d'amore scritte a macchina,album
708,Parsifal,Parsifal,album
709,"Patty Pravo (LP, 1968)","Patty Pravo (LP, 1968)",album
710,"Patty Pravo (LP, 1970)","Patty Pravo (LP, 1970)",album
711,Pazza idea,Pazza idea,album
712,Pensando a te,Pensando a te,album
713,Per amore mio,Per amore mio,album
714,Per fortuna purtroppo,Per fortuna purtroppo,album
715,Per quando noi non ci saremo,Per quando noi non ci saremo,album
716,Per quelli come noi,Per quelli come noi,album
717,Per un amico,Per un amico,album
718,Persone silenziose,Persone silenziose,album
719,Peter Pan,Peter Pan,album
720,Phenomena (colonna sonora),Phenomena (colonna sonora),album
721,Pino Donaggio (LP),Pino Donaggio (LP),album
722,Più,Più,album
723,Più forte ragazzi (colonna sonora),Più forte ragazzi (colonna sonora),album
724,Pleasure,Pleasure,album
725,Pollution,Pollution,album
726,Poohlover,Poohlover,album
727,Portami tante rose,Portami tante rose,album
728,Prendere e lasciare,Prendere e lasciare,album
729,Prendilo tu questo frutto amaro,Prendilo tu questo frutto amaro,album
730,Prima che sia troppo tardi,Prima che sia troppo tardi,album
731,Profondo Rosso (colonna sonora),Profondo Rosso (colonna sonora),album
732,Profumo,Profumo,album
733,Puzzle,Puzzle,album
734,Quando non sei più di nessuno,Quando non sei più di nessuno,album
735,Quando Tu Mi Spiavi In Cima A Un Batticuore...,Quando Tu Mi Spiavi In Cima A Un Batticuore...,album
736,Quando verrà Natale,Quando verrà Natale,album
737,Quel punto,Quel punto,album
738,Quelli (LP),Quelli (LP),album
739,Quelli della notte,Quelli della notte,album
740,Quello che non...,Quello che non...,album
741,Questo piccolo grande amore,Questo piccolo grande amore,album
742,Radici,Radici,album
743,Rane supreme,Rane supreme,album
744,Rapsodia veneziana,Rapsodia veneziana,album
745,Remedios,Remedios,album
746,Riccardo Cocciante (LP),Riccardo Cocciante (LP),album
747,Ricetta di donna,Ricetta di donna,album
748,Riderà,Riderà,album
749,Ridi pagliaccio,Ridi pagliaccio,album
750,Rimini,Rimini,album
751,Rimmel,Rimmel,album
752,Rinnegato,Rinnegato,album
753,Rispetto,Rispetto,album
754,"Robinson, come salvarsi la vita","Robinson, come salvarsi la vita",album
755,Roby Facchinetti (LP),Roby Facchinetti (LP),album
756,Rockmantico,Rockmantico,album
757,Romantico,Romantico,album
758,Ron (LP),Ron (LP),album
759,Rondò Veneziano (LP),Rondò Veneziano (LP),album
760,Rotolando respirando,Rotolando respirando,album
761,Rudy e Rita,Rudy e Rita,album
762,Sabato pomeriggio,Sabato pomeriggio,album
763,Sabato sera,Sabato sera,album
764,Sabato sera Studio Uno '67,Sabato sera Studio Uno '67,album
765,Sacco e Vanzetti (colonna sonora),Sacco e Vanzetti (colonna sonora),album
766,Salomé,Salomé,album
767,Samarcanda,Samarcanda,album
768,Samuele Bersani (LP),Samuele Bersani (LP),album
769,San Francisco,San Francisco,album
770,Savoir faire,Savoir faire,album
771,Scacchi e tarocchi,Scacchi e tarocchi,album
772,Scandalo,Scandalo,album
773,Schizzechea with love,Schizzechea with love,album
774,Semo gente de borgata,Semo gente de borgata,album
775,Sempre,Sempre,album
776,Seni e coseni,Seni e coseni,album
777,Senza avvisare,Senza avvisare,album
778,Senza luce,Senza luce,album
779,Senza orario senza bandiera,Senza orario senza bandiera,album
780,Sereno è,Sereno è,album
781,Sì buana,Sì buana,album
782,"Sì, incoerenza","Sì, incoerenza",album
783,Siamo in due,Siamo in due,album
784,Siamo tutti elefanti inventati,Siamo tutti elefanti inventati,album
785,Signora Bovary,Signora Bovary,album
786,Sincerità,Sincerità,album
787,Singolare e plurale,Singolare e plurale,album
788,Sirtaki,Sirtaki,album
789,Snack Bar Budapest,Snack Bar Budapest,album
790,Soggetti smarriti,Soggetti smarriti,album
791,Sogna ragazzo sogna,Sogna ragazzo sogna,album
792,Sogni di un robot,Sogni di un robot,album
793,Sogni... è tutto quello che c'è,Sogni... è tutto quello che c'è,album
794,Sogno,Sogno,album
795,Soli,Soli,album
796,Solo,Solo,album
797,Sono solo canzonette,Sono solo canzonette,album
798,Sono un pirata sono un signore,Sono un pirata sono un signore,album
799,Sopravvissuti e sopravviventi,Sopravvissuti e sopravviventi,album
800,Sorelle Lumière,Sorelle Lumière,album
801,Sotto il segno dei pesci,Sotto il segno dei pesci,album
802,Sotto il segno di Caino,Sotto il segno di Caino,album
803,Sotto la pioggia,Sotto la pioggia,album
804,Spiagge e lune,Spiagge e lune,album
805,Spirito,Spirito,album
806,Spirito Divino,Spirito Divino,album
807,Stanze di vita quotidiana,Stanze di vita quotidiana,album
808,Stasera ballo liscio,Stasera ballo liscio,album
809,Stasera Rita,Stasera Rita,album
810,Stop,Stop,album
811,Storia di un impiegato,Storia di un impiegato,album
812,Storia di un minuto,Storia di un minuto,album
813,Strada facendo,Strada facendo,album
814,Studio Uno,Studio Uno,album
815,Studio Uno 66,Studio Uno 66,album
816,Sua Eccellenza Mal dei Primitives,Sua Eccellenza Mal dei Primitives,album
817,Sulle tracce dell'imperfetto,Sulle tracce dell'imperfetto,album
818,Suspiria (colonna sonora),Suspiria (colonna sonora),album
819,Svalutation,Svalutation,album
820,Svampa canta Brassens v. 2,Svampa canta Brassens v. 2,album
821,Sylvie Vartan (LP),Sylvie Vartan (LP),album
822,T'appartengo,T'appartengo,album
823,T'innamorerai,T'innamorerai,album
824,Tabula rasa elettrificata,Tabula rasa elettrificata,album
825,Tango (1968),Tango (1968),album
826,Tango (1983),Tango (1983),album
827,Tanto,Tanto,album
828,Tenco (LP),Tenco (LP),album
829,Teresa De Sio (LP),Teresa De Sio (LP),album
830,Terra di nessuno,Terra di nessuno,album
831,Terremoto,Terremoto,album
832,The best records in the world,The best records in the world,album
833,"The Primitives (Blow up, LP)","The Primitives (Blow up, LP)",album
834,The Rokes (LP),The Rokes (LP),album
835,The Showmen (LP),The Showmen (LP),album
836,Ti avrò,Ti avrò,album
837,Ti chiedo onestà,Ti chiedo onestà,album
838,Ti conosco mascherina,Ti conosco mascherina,album
839,Ti ruberò,Ti ruberò,album
840,Titanic,Titanic,album
841,Tocca l'albicocca,Tocca l'albicocca,album
842,Tozzi (LP),Tozzi (LP),album
843,Tra demonio e santità,Tra demonio e santità,album
844,Traslocando,Traslocando,album
845,Tre,Tre,album
846,Tregua,Tregua,album
847,Tropico del nord,Tropico del nord,album
848,Tu,Tu,album
849,Tutte storie,Tutte storie,album
850,Tutti i brividi del mondo,Tutti i brividi del mondo,album
851,Tutti morimmo a stento,Tutti morimmo a stento,album
852,Tutto l'amore che ti manca,Tutto l'amore che ti manca,album
853,Uccelli d'Italia,Uccelli d'Italia,album
854,Uffà! Uffà!,Uffà! Uffà!,album
855,Uh uh,Uh uh,album
856,Uiallalla,Uiallalla,album
857,Ullàlla,Ullàlla,album
858,Umanamente uomo: il sogno,Umanamente uomo: il sogno,album
859,Un altro giorno con me,Un altro giorno con me,album
860,Un corpo e un'anima,Un corpo e un'anima,album
861,Un gioco senza età,Un gioco senza età,album
862,Un po' artista un po' no,Un po' artista un po' no,album
863,Un po' del nostro tempo migliore,Un po' del nostro tempo migliore,album
864,Un posto felice,Un posto felice,album
865,Un ragazzo di strada,Un ragazzo di strada,album
866,Un sorriso,Un sorriso,album
867,Un uomo felice,Un uomo felice,album
868,Un uomo in blues,Un uomo in blues,album
869,Una città per cantare,Una città per cantare,album
870,Una donna per amico,Una donna per amico,album
871,Una faccia in prestito,Una faccia in prestito,album
872,Una giornata uggiosa,Una giornata uggiosa,album
873,Una storia da raccontare,Una storia da raccontare,album
874,Una storia disonesta,Una storia disonesta,album
875,Una tribù che balla,Una tribù che balla,album
876,Uomini,Uomini,album
877,Uomini soli,Uomini soli,album
878,Uomo di pezza,Uomo di pezza,album
879,Uomo mio bambino mio,Uomo mio bambino mio,album
880,Vado al massimo,Vado al massimo,album
881,Vai mo',Vai mo',album
882,Vanoni (LP),Vanoni (LP),album
883,Varietà,Varietà,album
884,Venditti e segreti,Venditti e segreti,album
885,Venezia 2000,Venezia 2000,album
886,Vengo anch'io no tu no,Vengo anch'io no tu no,album
887,Vent'anni,Vent'anni,album
888,Via Paolo Fabbri 43,Via Paolo Fabbri 43,album
889,Viaggi organizzati,Viaggi organizzati,album
890,Viaggiatore sulla coda del tempo,Viaggiatore sulla coda del tempo,album
891,Viva,Viva,album
892,Viva l'Italia,Viva l'Italia,album
893,Voglio amarti così,Voglio amarti così,album
894,Vol. 1,Vol. 1,album
895,Vol. 3,Vol. 3,album
896,Volume 8,Volume 8,album
897,Voyeur,Voyeur,album
898,Gli spari sopra,Gli spari sopra,album
899,X forza e x amore,X forza e x amore,album
900,Yuppi du,Yuppi du,album
901,Zero,Zero,album
902,Zerofobia,Zerofobia,album
903,Zerolandia,Zerolandia,album
904,Amico,Amico,etichetta
905,Apollo,Apollo,etichetta
906,ARC,ARC,etichetta
907,Ariola,Ariola,etichetta
908,Ariston,Ariston,etichetta
909,Ascolto,Ascolto,etichetta
910,Aspirine,Aspirine,etichetta
911,Baby Records,Baby Records,etichetta
912,Barclay,Barclay,etichetta
913,Barclay - RCA,Barclay - RCA,etichetta
914,Best Sound,Best Sound,etichetta
915,Bla Bla,Bla Bla,etichetta
916,Black Out,Black Out,etichetta
917,Bluebell,Bluebell,etichetta
918,BMG,BMG,etichetta
919,BMG Ricordi,BMG Ricordi,etichetta
920,Bubble,Bubble,etichetta
921,CAM,CAM,etichetta
922,Carosello,Carosello,etichetta
923,CBS,CBS,etichetta
924,Cecchetto Productions,Cecchetto Productions,etichetta
925,Cetra,Cetra,etichetta
926,CGD,CGD,etichetta
927,CGD East West,CGD East West,etichetta
928,Charisma,Charisma,etichetta
929,Ciao,Ciao,etichetta
930,Ciclope Records,Ciclope Records,etichetta
931,Cinevox,Cinevox,etichetta
932,Clan Celentano,Clan Celentano,etichetta
933,Columbia,Columbia,etichetta
934,Come il vento,Come il vento,etichetta
935,Cramps,Cramps,etichetta
936,DDD,DDD,etichetta
937,Derby,Derby,etichetta
938,Dischi di Cioccolata,Dischi di Cioccolata,etichetta
939,Duck Gold,Duck Gold,etichetta
940,Durium,Durium,etichetta
941,Easy Records,Easy Records,etichetta
942,EMI,EMI,etichetta
943,Epic,Epic,etichetta
944,First,First,etichetta
945,Five,Five,etichetta
946,Fonit,Fonit,etichetta
947,Fonit Cetra,Fonit Cetra,etichetta
948,Fonopoli,Fonopoli,etichetta
949,FRI Records,FRI Records,etichetta
950,Harpo,Harpo,etichetta
951,Harvest,Harvest,etichetta
952,Heinz Music,Heinz Music,etichetta
953,Hukapan,Hukapan,etichetta
954,I dischi dello Zodiaco,I dischi dello Zodiaco,etichetta
955,Insieme,Insieme,etichetta
956,Jaguar,Jaguar,etichetta
957,Jolly,Jolly,etichetta
3461,Kansas,Kansas,etichetta
958,La Coccinella,La Coccinella,etichetta
959,La voce del padrone,La voce del padrone,etichetta
960,Mama,Mama,etichetta
961,Manticore,Manticore,etichetta
962,Marton Corportation,Marton Corportation,etichetta
963,Mercury,Mercury,etichetta
964,Musiza,Musiza,etichetta
965,Novenove,Novenove,etichetta
966,Numero Uno,Numero Uno,etichetta
967,PDU,PDU,etichetta
968,Penguin,Penguin,etichetta
969,Pensiero Stupendo,Pensiero Stupendo,etichetta
970,Philips,Philips,etichetta
3489,Phonogram  ,Phonogram  ,etichetta
971,Polydor,Polydor,etichetta
972,Pressing,Pressing,etichetta
973,Produttori Associati,Produttori Associati,etichetta
974,RCA,RCA,etichetta
975,Ri-Fi,Ri-Fi,etichetta
976,Ricordi,Ricordi,etichetta
977,Riviera,Riviera,etichetta
978,RTI Music,RTI Music,etichetta
979,S4,S4,etichetta
980,Sciò,Sciò,etichetta
981,Soleluna,Soleluna,etichetta
982,Sony,Sony,etichetta
983,Spaghetti,Spaghetti,etichetta
984,Sugar,Sugar,etichetta
985,Vanilla,Vanilla,etichetta
986,Vedette,Vedette,etichetta
987,Virgin,Virgin,etichetta
988,Vis Radio,Vis Radio,etichetta
989,Visa Records,Visa Records,etichetta
990,Vogue,Vogue,etichetta
991,Warner Bros,Warner Bros,etichetta
992,WEA,WEA,etichetta
993,Yo,Yo,etichetta
994,Zerolandia,Zerolandia,etichetta
995,99 Studio Mobile,99 Studio Mobile,studio
996,A&M (USA),A&M (USA),studio
997,Abbey Road Studios (UK),Abbey Road Studios (UK),studio
998,Acquario Roma,Acquario Roma,studio
999,Agriturismo Le Scuderie Reggio Emilia,Agriturismo Le Scuderie Reggio Emilia,studio
1000,Air Studio Galbiate (LC),Air Studio Galbiate (LC),studio
1001,Air Studios (IND),Air Studios (IND),studio
1002,Air Studios (UK),Air Studios (UK),studio
1003,Airport Milano,Airport Milano,studio
1004,Al Capone Studios Arezzo,Al Capone Studios Arezzo,studio
1005,Angelo Studio Garlasco (PV),Angelo Studio Garlasco (PV),studio
1006,Apricot Studio Milano,Apricot Studio Milano,studio
1007,Arco (GER),Arco (GER),studio
1008,Ardent (USA),Ardent (USA),studio
1009,Audio Engine Music Cento (FE),Audio Engine Music Cento (FE),studio
1010,Audio International Studio (UK),Audio International Studio (UK),studio
1011,Audiologic Roma,Audiologic Roma,studio
1012,Avant Garde Studio Milano,Avant Garde Studio Milano,studio
1013,Baby Studios Milano,Baby Studios Milano,studio
1014,Bach Studio Milano,Bach Studio Milano,studio
1015,Bagaria Studios Formia (LT),Bagaria Studios Formia (LT),studio
1016,Capitol (USA),Capitol (USA),studio
1017,Capri Digital Studios Capri (NA),Capri Digital Studios Capri (NA),studio
1018,Cascine Tre Effe Milano,Cascine Tre Effe Milano,studio
1019,Cave Digital Milano,Cave Digital Milano,studio
1020,CBS (UK),CBS (UK),studio
1021,Central Park Empoli,Central Park Empoli,studio
1022,Cetra Art Recording Milano,Cetra Art Recording Milano,studio
1023,Chantalain Studios Roma,Chantalain Studios Roma,studio
1024,Chipping Norton (UK),Chipping Norton (UK),studio
1025,Chorus Studio Bologna,Chorus Studio Bologna,studio
1026,Cinemusic Milano,Cinemusic Milano,studio
1027,Clock Studio Bologna,Clock Studio Bologna,studio
1028,College Spinea (VE),College Spinea (VE),studio
1029,Condulmer Studio Treviso,Condulmer Studio Treviso,studio
1030,Conny's Place (GER),Conny's Place (GER),studio
1031,Conway Studios (USA),Conway Studios (USA),studio
1032,Coral Studio,Coral Studio,studio
1033,Coriolano 3D Napoli,Coriolano 3D Napoli,studio
1034,Country Lane (GER),Country Lane (GER),studio
1035,Criteria (USA),Criteria (USA),studio
1036,CTS (UK),CTS (UK),studio
1037,Deejay Studio Milano,Deejay Studio Milano,studio
1038,Demomusic,Demomusic,studio
1039,Down in Hollywood Roma,Down in Hollywood Roma,studio
1040,Downtown (SAF),Downtown (SAF),studio
1041,Easy Records Roma,Easy Records Roma,studio
1042,Eden (UK),Eden (UK),studio
1043,Edison Studios (USA),Edison Studios (USA),studio
1044,Eel Pie (UK),Eel Pie (UK),studio
1045,Emme Studio Firenze,Emme Studio Firenze,studio
1046,Esagono Rubiera (RE),Esagono Rubiera (RE),studio
1047,Estudio Quarzo (ESP),Estudio Quarzo (ESP),studio
1048,Excalibur Milano,Excalibur Milano,studio
1049,Executive Studios Napoli,Executive Studios Napoli,studio
1050,Fairy Noise Fivizzano (MS),Fairy Noise Fivizzano (MS),studio
1051,Fantasy Studios (USA),Fantasy Studios (USA),studio
1052,Felipe Studio Milano,Felipe Studio Milano,studio
1053,Fono Roma Milano,Fono Roma Milano,studio
1054,Fonopoli Roma,Fonopoli Roma,studio
1055,Fonoprint Bologna,Fonoprint Bologna,studio
1056,Fonorama Milano,Fonorama Milano,studio
1057,Forum Music Village Roma,Forum Music Village Roma,studio
1058,Garden Studio Bergamo,Garden Studio Bergamo,studio
1059,Globe Studios (USA),Globe Studios (USA),studio
1060,Grand Armée (FRA),Grand Armée (FRA),studio
1061,GRS Milano,GRS Milano,studio
1062,Heaven Studios Rimini,Heaven Studios Rimini,studio
1063,Hole Record Milano,Hole Record Milano,studio
1064,Idea Recording Milano,Idea Recording Milano,studio
1065,Il Cortile Milano,Il Cortile Milano,studio
1066,Il Mulino Anzano (CO),Il Mulino Anzano (CO),studio
1067,Ira Sound Lab Firenze,Ira Sound Lab Firenze,studio
1068,Kymotto Roma,Kymotto Roma,studio
1069,L'Isola Milano,L'Isola Milano,studio
1070,La Basilica Milano,La Basilica Milano,studio
1071,La Clausura Siena,La Clausura Siena,studio
1072,"Lahaina, Hawaai (USA)","Lahaina, Hawaai (USA)",studio
1073,Larione 10 Firenze,Larione 10 Firenze,studio
1074,Lark Carimate (CO),Lark Carimate (CO),studio
1075,LCD Inverigo (CO),LCD Inverigo (CO),studio
1076,Le Pianore Monticello (GR),Le Pianore Monticello (GR),studio
1077,Lead Recording Studios Roma,Lead Recording Studios Roma,studio
1078,Lion's Studio Roma,Lion's Studio Roma,studio
1079,Logic Studios Milano,Logic Studios Milano,studio
1080,Mammouth Roma,Mammouth Roma,studio
1081,Manor (UK),Manor (UK),studio
1082,Marcadet (FRA),Marcadet (FRA),studio
1083,Marcus (UK),Marcus (UK),studio
1084,Mayday Studio Milano,Mayday Studio Milano,studio
1085,Mediasound (USA),Mediasound (USA),studio
1086,Medicina Bologna,Medicina Bologna,studio
1087,Megaride Napoli,Megaride Napoli,studio
1088,Metropolis Milano,Metropolis Milano,studio
1089,Milano Recording,Milano Recording,studio
1090,Morning Studios Milano,Morning Studios Milano,studio
1091,Mulino Recording Acquapendente (VT),Mulino Recording Acquapendente (VT),studio
1092,Musicland (GER),Musicland (GER),studio
1093,Nautilus Milano,Nautilus Milano,studio
1094,Nemo Studios (GER),Nemo Studios (GER),studio
1095,Nemo Studios Londra (UK),Nemo Studios Londra (UK),studio
1096,Next Studio Milano,Next Studio Milano,studio
1097,O'Henry (GER),O'Henry (GER),studio
1098,Obi Wan Genova,Obi Wan Genova,studio
1099,Olympia (GER),Olympia (GER),studio
1100,Olympic Studios (GER),Olympic Studios (GER),studio
1101,Olympic Studios (UK),Olympic Studios (UK),studio
1102,One Step Up (USA),One Step Up (USA),studio
1103,Orange (USA),Orange (USA),studio
1104,Ortophonic Roma,Ortophonic Roma,studio
1105,Paradise Studio (GER),Paradise Studio (GER),studio
1106,Parsifal (UK),Parsifal (UK),studio
1107,Penelope Studio Milano,Penelope Studio Milano,studio
1108,Phonogram Milano,Phonogram Milano,studio
1109,Pick Up Studio Reggio Emilia,Pick Up Studio Reggio Emilia,studio
1110,Pig Sound Forlì,Pig Sound Forlì,studio
1111,Plastic Studio Roma,Plastic Studio Roma,studio
1112,Play Co Milano,Play Co Milano,studio
1113,Polygram Milano,Polygram Milano,studio
1114,Powerplay (SVI),Powerplay (SVI),studio
1115,Psycho Milano,Psycho Milano,studio
1116,Queen Milano,Queen Milano,studio
1117,RAK Studios (UK),RAK Studios (UK),studio
1118,Real World (UK),Real World (UK),studio
1119,Record Plant Los Angeles (USA),Record Plant Los Angeles (USA),studio
1120,Regson Milano,Regson Milano,studio
1121,Rico Record Napoli,Rico Record Napoli,studio
1122,Ridgehall Farm (UK),Ridgehall Farm (UK),studio
1123,Riverside (UK),Riverside (UK),studio
1124,Robbi Studio Bologna,Robbi Studio Bologna,studio
1125,Rocky Road (USA),Rocky Road (USA),studio
1126,Roundhouse (UK),Roundhouse (UK),studio
1127,San Sebastiano Studio Napoli,San Sebastiano Studio Napoli,studio
1128,Santanna Recording Studios Castelfranco Emilia (MO),Santanna Recording Studios Castelfranco Emilia (MO),studio
1129,Sarm Hook End (UK),Sarm Hook End (UK),studio
1130,Sax Record Milano,Sax Record Milano,studio
1131,SDR Studio Roma,SDR Studio Roma,studio
1132,SEED Studios (UK),SEED Studios (UK),studio
1133,Sonic Studio Roma,Sonic Studio Roma,studio
1134,Sonoland (SPA),Sonoland (SPA),studio
1135,Sound Studio Service Perugia,Sound Studio Service Perugia,studio
1136,Sound Techniques Londra (UK),Sound Techniques Londra (UK),studio
1137,Soundvideocat Roma,Soundvideocat Roma,studio
1138,Splash Napoli,Splash Napoli,studio
1139,Step Studio Milano,Step Studio Milano,studio
1140,Stone Castle Carimate (CO),Stone Castle Carimate (CO),studio
1141,Stonehenge Studio Milano,Stonehenge Studio Milano,studio
1142,Studi Ariston Milano,Studi Ariston Milano,studio
1143,Studi BMG Ariola Roma,Studi BMG Ariola Roma,studio
1144,Studi CGD Milano,Studi CGD Milano,studio
1145,Studi Durium Milano,Studi Durium Milano,studio
1146,Studi Fonit Cetra,Studi Fonit Cetra,studio
1147,Studi Fonit Cetra Milano,Studi Fonit Cetra Milano,studio
1148,Studi GSU Lugano (SVI),Studi GSU Lugano (SVI),studio
1149,Studi PDU Lugano (SVI),Studi PDU Lugano (SVI),studio
1150,Studi RCA Roma,Studi RCA Roma,studio
1151,Studi Ricordi,Studi Ricordi,studio
1152,Studi Ricordi Milano,Studi Ricordi Milano,studio
1153,Studi Vedette Milano,Studi Vedette Milano,studio
1154,Studio 1 Roma,Studio 1 Roma,studio
1155,Studio 38 Roma,Studio 38 Roma,studio
1156,Studio 7 Fontana Milano,Studio 7 Fontana Milano,studio
1157,Studio 7 Napoli,Studio 7 Napoli,studio
1158,Studio Acquarius (FRA),Studio Acquarius (FRA),studio
1159,Studio Angelicum Milano,Studio Angelicum Milano,studio
1160,Studio Broadway Productions (USA),Studio Broadway Productions (USA),studio
1161,Studio Cetra Art Milano,Studio Cetra Art Milano,studio
1162,Studio CPTV Roma,Studio CPTV Roma,studio
1163,Studio Europa Sonor (FRA),Studio Europa Sonor (FRA),studio
1164,Studio G Genova,Studio G Genova,studio
1165,Studio Gas Firenze,Studio Gas Firenze,studio
1166,Studio Guillaume Tell (FRA),Studio Guillaume Tell (FRA),studio
1167,Studio Hérouville (FRA),Studio Hérouville (FRA),studio
1168,Studio Libero Roma,Studio Libero Roma,studio
1169,Studio Malavasi Bologna,Studio Malavasi Bologna,studio
1170,Studio Marton Milano,Studio Marton Milano,studio
1171,Studio Master Firenze,Studio Master Firenze,studio
1172,Studio Mega (FRA),Studio Mega (FRA),studio
1173,Studio Mulinetti Genova,Studio Mulinetti Genova,studio
1174,Studio Plus XXX Paris (FRA),Studio Plus XXX Paris (FRA),studio
1175,Studio Quattro Uno Roma,Studio Quattro Uno Roma,studio
1176,Studio Radius Milano,Studio Radius Milano,studio
1177,Studio Tempo (CAN),Studio Tempo (CAN),studio
1178,Studio The Villa Roma,Studio The Villa Roma,studio
1179,Studiottanta Fortuna Records Asti,Studiottanta Fortuna Records Asti,studio
1180,Suono di Ripetta Roma,Suono di Ripetta Roma,studio
1181,Symphony Milano,Symphony Milano,studio
1182,Tanit Room Napoli,Tanit Room Napoli,studio
1183,The Hit Factory (USA),The Hit Factory (USA),studio
1184,The Manor (UK),The Manor (UK),studio
1185,The Rock Studio Roma,The Rock Studio Roma,studio
1186,Titania Roma,Titania Roma,studio
1187,Top Studio Savio Ravenna,Top Studio Savio Ravenna,studio
1188,Town House (UK),Town House (UK),studio
1189,Trafalgar Roma,Trafalgar Roma,studio
1190,Transeuropa Studio Torino,Transeuropa Studio Torino,studio
1191,Transparent Studio (GER),Transparent Studio (GER),studio
1192,Trident Studios (UK),Trident Studios (UK),studio
1193,Umbi Studios - Maison Blanche Modena,Umbi Studios - Maison Blanche Modena,studio
1194,Union Studios (GER),Union Studios (GER),studio
1195,Variabile Studio Milano,Variabile Studio Milano,studio
1196,Varirecording Milano,Varirecording Milano,studio
1197,Viadana Mantova,Viadana Mantova,studio
1198,Waterbird Catania,Waterbird Catania,studio
1199,Watermelon Milano,Watermelon Milano,studio
1200,Wedding Chapel Las Vegas (USA),Wedding Chapel Las Vegas (USA),studio
1201,Wessex (UK),Wessex (UK),studio
1202,Windmill Dublin (IRE),Windmill Dublin (IRE),studio
1203,Wolfi Studio Le Rughe (RM),Wolfi Studio Le Rughe (RM),studio
1204,Zoo Studio Correggio (RE),Zoo Studio Correggio (RE),studio
1205,Achille Manzotti,Achille Manzotti,produttore
1206,Adam Sieff,Adam Sieff,produttore
1207,Adelio Cogliati,Adelio Cogliati,produttore
1208,Adriano Fabi,Adriano Fabi,produttore
1209,Adriano Primadei,Adriano Primadei,produttore
1210,Alan Moulder,Alan Moulder,produttore
1211,Alberto Pirelli,Alberto Pirelli,produttore
1212,Alberto Salerno,Alberto Salerno,produttore
1213,Alessandro Colombini,Alessandro Colombini,produttore
1214,Alfredo Cerruti,Alfredo Cerruti,produttore
1215,Allan Goldberg,Allan Goldberg,produttore
1216,Andrew Loog Oldham,Andrew Loog Oldham,produttore
1217,Andy Ross,Andy Ross,produttore
1218,Angelo Carrara,Angelo Carrara,produttore
1219,Angelo Valsiglio,Angelo Valsiglio,produttore
1220,Antonio Coggio,Antonio Coggio,produttore
1221,Armando Mango,Armando Mango,produttore
1222,Armando Sciascia,Armando Sciascia,produttore
